"NewsCode-URI","NewsCode-QCode (flat)","Level 1/NewsCode","Level 2/NewsCode","Level 3/NewsCode","Level 4/NewsCode","Level 5/NewsCode","Name (en-GB)","Definition (en-GB)","Name (fr)","Definition (fr)","Name (es)","Definition (es)","Name (de)","Definition (de)","Name (it)","Definition (it)","Name (jp)","Definition (jp)"
"http://cv.iptc.org/newscodes/subjectcode/04008007","subj:04008007",,,"subj:04008007",,,"government aid","Supply of financial and other help by one government, usually to another ","Aide publique","Aide publique, généralement financière, apportée par un pays à un autre ","ayuda estatal","Suplir ayuda financiera o de otro tipo, normalmente de un gobierno a otro. ","Subventionen","Finanzielle und andere Unterstützung durch eine Regierung, in der Regel Unterstützung einer anderen Regierung. ","Aiuto pubblico","Sovvenzioni, aiuti finanziari o di altro tipo da parte del governo, generalmente nei confronti di un altro ","政府援助","ある国が、通常、他の国に対して、財政その他の支援を行うこと "
"http://cv.iptc.org/newscodes/subjectcode/04008008","subj:04008008",,,"subj:04008008",,,"government debt","The amount a government owes on bonds, services and for goods and services for which it has no ready cash ","Dette publique","Les sommes dues par les pouvoirs publics ","deuda estatal","El monto que un gobierno adeuda en bonos, servicios o bienes por los cuales y por los cuales no existe efectivo. ","Staatsverschuldung","Die Menge, die eine Regierung an festverzinslichen Wertpapieren, Dienstleistungen und Waren schuldet und Leistungen für die sie kein Bargeld zahlen kann. ","Debito pubblico","L'ammontare dell'indebitamento che lo Stato ha accumulato verso i propri cittadini o verso l'estero per coprire il suo fabbisogno finanziario ","国債","国が保有する債券(国債)やサービス、あらかじめお金が用意されていないモノやサービスの総計 "
"http://cv.iptc.org/newscodes/subjectcode/04008009","subj:04008009",,,"subj:04008009",,,"interest rate","The amount of money one must pay to borrow money ","Taux d'intérêts","Taux d'intérêt payé par l'emprunteur ou servi au prêteur ","tasas de interés","El monto de dinero que uno debe pagar cuando solicita dinero prestado. ","Zinsen","Die Menge des Geldes, die jemand für geliehenes Geld zahlen muss. ","Tassi interesse","Rapporto tra l'interesse pagato ed il capitale prestato ","金利","お金を借り入れた際に支払わなければならないお金の総計 "
"http://cv.iptc.org/newscodes/subjectcode/04008010","subj:04008010",,,"subj:04008010",,,"international economic institution","Entities such as UNIDO, World Bank, World Trade Organization, the Import-Expert Bank etc that deals at a world level ","Institutions économiques internationales","Institutions internationales telles que le PNUD, la Banque mondiale, l'OMC, etc. ","instituciones económicas internacionales","Entidades tales como UNIDO, Banco Mundial, La Organización de Cambio Internacional, el banco Import'Export, etc,que realizan transaciones a nivel mundial. ","Internationale Wirtschaftsinstitution","Organisationen wie die UNIDO, Weltbank, WTO, etc. die auf der ganzen Welt vertreten sind. ","Istituzioni economiche internazionali","Istituzioni internazionali quali Banca Mondiale, o WTO , operanti a livello mondiale ","国際経済機関","世界レベルで取引を行う、UNIDO(国際連合工業開発機関)、世界銀行、世界貿易機関や、輸入業務に精通した銀行などを指す "
"http://cv.iptc.org/newscodes/subjectcode/04008011","subj:04008011",,,"subj:04008011",,,"international (foreign) trade","Trade of goods and services between nations ","Commerce International","Les échanges commerciaux entre pays ","comercio internacional (extranjero)","Intercambio de bienes y servicios entre naciones. ","Welthandel","Handel von Gütern und Dienstleistungen zwischen Ländern. ","Commercio Estero","Scambio commerciale di beni e servizi tra le nazioni, che si concretizza in importazioni ed esportazioni; Commercio internazionale ","貿易","国家間のモノとサービスについての取引 "
"http://cv.iptc.org/newscodes/subjectcode/04008012","subj:04008012",,,"subj:04008012",,,"loan market","The market where money is available to borrow, at certain rates of interest ","Financement","Le marché monétaire ","mercados crediticios","El mercado donde el dinero esta disponible para prestamos, a un nivel de interes determinado. ","Kreditmarkt","Markt, auf dem Geld erhältlich ist zu bestimmten Leihkonditionen. ","Mercato monetario","Mercato dove la moneta viene venduta e acquistata a determinati tassi di interesse ","貸付市場","一定の利率で資金を借りることが可能な市場 "
"http://cv.iptc.org/newscodes/subjectcode/04008013","subj:04008013",,,"subj:04008013",,,"economic organization","Business, industrial and trade associations, societies and other private-sector groups. ","Organisations économiques","Associations privées d'entreprises industrielles, commerciales ou de services ","organizaciones económicas","Asociaciones de empresas, industriales y de comercio, sociedades y otros organismos del sector privado. ","Wirtschaftsorganisation","Wirtschafts-, Industrie- und Handelsunternehmen, Gesellschaften oder andere Gruppen auf dem privaten Sektor. ","Organizzazioni economiche","Associazioni private delle imprese, degli industriali, commerciali o dei servizi ","経済団体","ビジネス、産業,貿易等の関連団体や協会、その他の民間グループ "
"http://cv.iptc.org/newscodes/subjectcode/04008014","subj:04008014",,,"subj:04008014",,,"consumer confidence","Reports on consumer confidence in the economy. ","Confiance des consommateurs","La confiance des consommateurs dans la croissance de l'économie ","confianza del consumidor","Reportes de la confianza del consumidor en la economía. ","Verbraucherschutz","Berichte über die Zufriedenheit der Verbraucher mit der Wirtschaft. ","Fiducia Consumatori","Studi e Resoconti sulla fiducia dei consumatori rispetto all'andamento dell'economia ","消費者信頼度","消費者信頼度 "
"http://cv.iptc.org/newscodes/subjectcode/04008015","subj:04008015",,,"subj:04008015",,,"trade dispute","International dispute over trade barriers, cartels, dumping etc. ","Conflit commercial","Conflit commercial international sur les barrières douanières, la consitution de monopoles, d'ententes anti-concurrence, etc. ","disputa comercial","Disputas internacionales sobre barreras de comercio, carteles y dumping. ","Handelsstreitigkeit","Internationale Streitigkeiten über Handelsbeschränkungen, Kartelle, Dumping etc. ","Dispute commerciali","Controversie internazionali riguardanti barriere commerciali, cartelli, vendite sottocosto all'estero. ","貿易摩擦","カルテル、ダンピングなど、貿易障害についての国際紛争 "
"http://cv.iptc.org/newscodes/subjectcode/04008016","subj:04008016",,,"subj:04008016",,,"inflation and deflation","An increase in the amount of money in circulation and thereby a rise in prices; deflation, tighter monetary policy causing lower prices ","Inflation et déflation","Hausse ou baisse des prix conséquence du montant élevé ou bas de l'argent en circulation ","inflación y deflación","Aumento en la cantidad de dinero en circulación y por ende, genera laza en los precios. Deflación,: estrecha política monetaria que causa que los precios sean mas majos. ","Inflation und Deflation","Die Zunahme der Geldmenge, die in Umlauf ist und die daraus resultierenden Preissteigerungen, Deflation, stärkere Geldwertpolitik, um die Preise zu senken. ","Inflazione, Deflazione","Innalzamento o Abbassamento dei prezzi in conseguenza dell'aumento o meno della quantità di denaro in circolazione ","インフレ・デフレ","インフレーション：流通しているお金の量の増加と、それによる物価の上昇。デフレーション：物価下落を誘引している金融政策 "
"http://cv.iptc.org/newscodes/subjectcode/04008017","subj:04008017",,,"subj:04008017",,,"prices","The monetary value of goods, services or stocks and bonds ","Prix","La valeur d'un bien ","precios","Valor monetario de bienes, servicios, acciones y bonos. ","Preis","Der Geldwert von Waren, Dienstleistungen oder festverzinslichen Wertpapiere und Aktien. ","Prezzi","Valore di merci, servizi o titoli, espresso in termini monetari ","物価","商品、サービスあるいは株式･債券の金額的価値 "
"http://cv.iptc.org/newscodes/subjectcode/04008018","subj:04008018",,,"subj:04008018",,,"currency values","The value of one currency as measured against another ","Changes","Le cours des monnaies entre elles ","valor cambiario","Valor de una moneda con respecto a otra. ","Währung","Der aktuelle Wert einer Währung im Verhältnis zu einer anderen. ","Valute","Valore di una valuta paragonata ad un'altra ","為替水準","他の通貨と比較して算出された通貨の価値 "
"http://cv.iptc.org/newscodes/subjectcode/04008019","subj:04008019",,,"subj:04008019",,,"budgets and budgeting","A method of balancing revenues against expenses ","Budget","prévision des recettes et dépenses ","presupuestos","Método para medir ingresos y egresos contra los gastos. ","Haushaltsplan","Methode das Gleichgewicht zwischen Einnahmen und Ausgaben auszubalancieren. ","Bilancio","Documento riguardante l'andamento di una società fra entrate ed uscite ","予算","出費に対して収入のバランスをとるための方法 "
"http://cv.iptc.org/newscodes/subjectcode/04008020","subj:04008020",,,"subj:04008020",,,"credit and debt","Credit: the amount of money available to you, often by loan. Debt, the amount you owe. ","Crédit","Crédit : l'argent disponible, dette : l'argent dû ","crédito y débito","Crédito: Cantidad de dinero disponible para que Ud., casi siempre como préstamo. Deuda, cantidad que debe. ","Kredit- und Schuldensumme","Kredit: Geldhöhe, die jemandem zur Verfügung steht, meistens als Leihgabe. Schulden, Geldhöhe, die jemand schuldig ist. ","Credito, Debito","Il primo è la somma di denaro disponibile, il secondo è la somma dovuta ","貸付・債務","クレジット：ローン等によって、ある人が入手可能な金額。負債：ある人が借りている金額 "
"http://cv.iptc.org/newscodes/subjectcode/04008021","subj:04008021",,,"subj:04008021",,,"loans","An agreement by one individual or institution to temporarily disperse money to another, with an agreed rate and time for its return ","Prêts","Les sommes prêtées par une personne où une institution pour une durée limitée dans le temps et avec paiement d'intérêts ","préstamos","Acuerdo por medio del cual un individuo o institución se disperse temporalmente dinero a otro, con un tasa acordad para su devolución. ","Kreditgewährung","Eine Übereinkunft zwischen zwei Einzelpersonen oder Institutionen für einen begrenzten Zeitraum Geld zu verleihen zu einer vereinbarten Rate innerhalb eines Rückzahlungszeitraums. ","Prestiti","Somme erogate da una persona o da un ente ad altri per una durata limitata di tempo e dietro il pagamento di interessi ","ローン","双方が利率と返却期間について合意の上で行う、個人あるいは団体による一時的な金銭賃借契約 "
